Time [s];Schweissstrom [A];Schweissspannung [V];Drahtvorschub [m/min];Gasfluss [l/min];Motorstrom [A]
440,9697;51,00;19,05;0,00;0,00;0,00
441,0000;50,00;19,05;0,00;0,00;0,00
441,0303;53,00;19,05;0,00;0,00;0,00
441,0606;52,00;19,05;0,00;0,00;0,00
441,0909;51,00;19,05;0,00;0,00;0,00
441,1212;51,00;19,05;0,00;0,00;0,00
441,1515;51,00;19,05;0,00;0,00;0,00
441,1818;51,00;19,05;0,00;0,00;0,00
441,2121;52,00;19,05;0,00;0,00;0,00
441,2424;51,00;19,05;0,00;0,00;0,00
441,2727;50,00;19,05;0,00;0,00;0,00
441,3030;53,00;19,05;0,00;0,00;0,00
441,3333;52,00;19,05;0,00;0,00;0,00
441,3636;52,00;19,05;0,00;0,00;0,00
441,3939;52,00;19,05;0,00;0,00;0,00
441,4242;52,00;19,05;0,00;0,00;0,00
441,4545;50,00;19,05;0,00;0,00;0,00
441,4848;53,00;19,05;0,00;0,00;0,00
441,5152;51,00;19,05;0,00;0,00;0,00
441,5455;51,00;19,05;0,00;0,00;0,00
441,5758;53,00;19,05;0,00;0,00;0,00
441,6061;49,00;19,05;0,00;0,00;0,00
441,6364;50,00;19,05;0,00;0,00;0,00
441,6667;51,00;19,05;0,00;0,00;0,00
441,6970;50,00;19,05;0,00;0,00;0,00
441,7273;51,00;19,05;0,00;0,00;0,00
441,7576;51,00;19,05;0,00;0,00;0,00
441,7879;50,00;19,05;0,00;0,00;0,00
441,8182;52,00;19,05;0,00;0,00;0,00
441,8485;51,00;19,05;0,00;0,00;0,00
441,8788;50,00;19,05;0,00;0,00;0,00
441,9091;50,00;19,05;0,00;0,00;0,00
441,9394;51,00;19,05;0,00;0,00;0,00
441,9697;50,00;19,05;0,00;0,00;0,00
442,0000;52,00;19,05;0,00;0,00;0,00
442,0303;51,00;19,05;0,00;0,00;0,00
442,0606;51,00;19,05;0,00;0,00;0,00
442,0909;53,00;19,05;0,00;0,00;0,00
442,1212;51,00;19,05;0,00;0,00;0,00
442,1515;50,00;19,05;0,00;0,00;0,00
442,1818;51,00;19,05;0,00;0,00;0,00
442,2121;51,00;19,05;0,00;0,00;0,00
442,2424;51,00;19,05;0,00;0,00;0,00
442,2727;50,00;19,05;0,00;0,00;0,00
442,3030;50,00;19,05;0,00;0,00;0,00
442,3333;50,00;19,05;0,00;0,00;0,00
442,3636;50,00;19,05;0,00;0,00;0,00
442,3939;50,00;19,05;0,00;0,00;0,00
442,4242;50,00;19,05;0,00;0,00;0,00
442,4545;51,00;19,05;0,00;0,00;0,00
442,4848;51,00;19,05;0,00;0,00;0,00
442,5152;52,00;19,05;0,00;0,00;0,00
442,5455;49,00;19,20;0,00;0,00;0,00
442,5758;50,00;19,05;0,00;0,00;0,00
442,6061;50,00;19,05;0,00;0,00;0,00
442,6364;50,00;19,05;0,00;0,00;0,00
442,6667;50,00;19,05;0,00;0,00;0,00
442,6970;51,00;19,20;0,00;0,00;0,00
442,7273;52,00;18,90;0,00;0,00;0,00
442,7576;51,00;19,05;0,00;0,00;0,00
442,7879;52,00;19,20;0,00;0,00;0,00
442,8182;51,00;19,05;0,00;0,00;0,00
442,8485;53,00;18,90;0,00;0,00;0,00
442,8788;51,00;19,05;0,00;0,00;0,00
442,9091;52,00;19,05;0,00;0,00;0,00
442,9394;53,00;19,05;0,00;0,00;0,00
442,9697;51,00;19,05;0,00;0,00;0,00
443,0000;52,00;19,05;0,00;0,00;0,00
443,0303;53,00;19,20;0,00;0,00;0,00
443,0606;51,00;19,05;0,00;0,00;0,00
443,0909;51,00;19,05;0,00;0,00;0,00
443,1212;51,00;19,05;0,00;0,00;0,00
443,1515;50,00;19,20;0,00;0,00;0,00
443,1818;49,00;19,20;0,00;0,00;0,00
443,2121;50,00;19,05;0,00;0,00;0,00
443,2424;50,00;19,05;0,00;0,00;0,00
443,2727;50,00;19,05;0,00;0,00;0,00
443,3030;50,00;19,05;0,00;0,00;0,00
443,3333;49,00;19,05;0,00;0,00;0,00
443,3636;50,00;19,05;0,00;0,00;0,00
443,3939;53,00;19,05;0,00;0,00;0,00
443,4242;51,00;19,05;0,00;0,00;0,00
443,4545;52,00;19,05;0,00;0,00;0,00
443,4848;51,00;19,05;0,00;0,00;0,00
443,5152;50,00;19,05;0,00;0,00;0,00
443,5455;51,00;19,05;0,00;0,00;0,00
443,5758;50,00;19,05;0,00;0,00;0,00
443,6061;49,00;19,05;0,00;0,00;0,00
443,6364;50,00;19,05;0,00;0,00;0,00
443,6667;50,00;19,05;0,00;0,00;0,00
443,6970;49,00;19,05;0,00;0,00;0,00
443,7273;51,00;18,90;0,00;0,00;0,00
443,7576;52,00;19,05;0,00;0,00;0,00
443,7879;50,00;19,05;0,00;0,00;0,00
443,8182;51,00;19,05;0,00;0,00;0,00
443,8485;51,00;19,05;0,00;0,00;0,00
443,8788;50,00;19,05;0,00;0,00;0,00
443,9091;51,00;19,05;0,00;0,00;0,00
443,9394;51,00;19,05;0,00;0,00;0,00
443,9697;49,00;19,05;0,00;0,00;0,00
444,0000;51,00;19,05;0,00;0,00;0,00
444,0303;50,00;19,05;0,00;0,00;0,00
444,0606;49,00;19,05;0,00;0,00;0,00
444,0909;51,00;19,05;0,00;0,00;0,00
444,1212;50,00;19,05;0,00;0,00;0,00
444,1515;50,00;19,05;0,00;0,00;0,00
444,1818;52,00;19,05;0,00;0,00;0,00
444,2121;51,00;19,05;0,00;0,00;0,00
444,2424;50,00;19,05;0,00;0,00;0,00
444,2727;50,00;19,05;0,00;0,00;0,00
444,3030;50,00;19,05;0,00;0,00;0,00
444,3333;51,00;19,05;0,00;0,00;0,00
444,3636;50,00;19,05;0,00;0,00;0,00
444,3939;49,00;19,20;0,00;0,00;0,00
444,4242;50,00;19,05;0,00;0,00;0,00
444,4545;49,00;19,05;0,00;0,00;0,00
444,4848;51,00;19,05;0,00;0,00;0,00
444,5152;51,00;18,90;0,00;0,00;0,00
444,5455;52,00;19,05;0,00;0,00;0,00
444,5758;51,00;19,05;0,00;0,00;0,00
444,6061;50,00;19,20;0,00;0,00;0,00
444,6364;48,00;19,05;0,00;0,00;0,00
444,6667;49,00;19,05;0,00;0,00;0,00
444,6970;51,00;19,05;0,00;0,00;0,00
444,7273;50,00;19,05;0,00;0,00;0,00
444,7576;51,00;19,05;0,00;0,00;0,00
444,7879;52,00;19,05;0,00;0,00;0,00
444,8182;52,00;19,05;0,00;0,00;0,00
444,8485;52,00;18,90;0,00;0,00;0,00
444,8788;52,00;19,05;0,00;0,00;0,00
444,9091;53,00;19,20;0,00;0,00;0,00
444,9394;52,00;19,05;0,00;0,00;0,00
444,9697;53,00;19,05;0,00;0,00;0,00
445,0000;51,00;19,05;0,00;0,00;0,00
445,0303;51,00;19,05;0,00;0,00;0,00
445,0606;51,00;19,05;0,00;0,00;0,00
445,0909;52,00;19,05;0,00;0,00;0,00
445,1212;53,00;19,05;0,00;0,00;0,00
445,1515;49,00;19,20;0,00;0,00;0,00
445,1818;51,00;19,05;0,00;0,00;0,00
445,2121;53,00;19,05;0,00;0,00;0,00
445,2424;51,00;19,05;0,00;0,00;0,00
445,2727;51,00;19,05;0,00;0,00;0,00
445,3030;52,00;19,05;0,00;0,00;0,00
445,3333;50,00;19,20;0,00;0,00;0,00
445,3636;52,00;19,05;0,00;0,00;0,00
445,3939;52,00;19,05;0,00;0,00;0,00
445,4242;51,00;19,05;0,00;0,00;0,00
445,4545;51,00;19,05;0,00;0,00;0,00
445,4848;54,00;19,05;0,00;0,00;0,00
445,5152;51,00;19,05;0,00;0,00;0,00
445,5455;52,00;19,05;0,00;0,00;0,00
445,5758;50,00;19,05;0,00;0,00;0,00
445,6061;50,00;19,05;0,00;0,00;0,00
445,6364;52,00;19,05;0,00;0,00;0,00
445,6667;49,00;19,05;0,00;0,00;0,00
445,6970;52,00;19,05;0,00;0,00;0,00
445,7273;52,00;19,05;0,00;0,00;0,00
445,7576;50,00;19,05;0,00;0,00;0,00
445,7879;51,00;19,05;0,00;0,00;0,00
445,8182;51,00;19,05;0,00;0,00;0,00
445,8485;51,00;19,05;0,00;0,00;0,00
445,8788;51,00;18,90;0,00;0,00;0,00
445,9091;51,00;19,05;0,00;0,00;0,00
445,9394;50,00;19,05;0,00;0,00;0,00
445,9697;50,00;19,05;0,00;0,00;0,00
446,0000;53,00;19,05;0,00;0,00;0,00
446,0303;52,00;19,05;0,00;0,00;0,00
446,0606;52,00;19,05;0,00;0,00;0,00
446,0909;49,00;19,05;0,00;0,00;0,00
446,1212;53,00;19,05;0,00;0,00;0,00
446,1515;51,00;19,05;0,00;0,00;0,00
446,1818;52,00;19,20;0,00;0,00;0,00
446,2121;51,00;19,05;0,00;0,00;0,00
446,2424;52,00;19,05;0,00;0,00;0,00
446,2727;52,00;19,05;0,00;0,00;0,00
446,3030;50,00;19,20;0,00;0,00;0,00
446,3333;51,00;19,05;0,00;0,00;0,00
446,3636;50,00;19,05;0,00;0,00;0,00
446,3939;51,00;19,05;0,00;0,00;0,00
446,4242;50,00;19,05;0,00;0,00;0,00
446,4545;50,00;19,05;0,00;0,00;0,00
446,4848;50,00;19,05;0,00;0,00;0,00
446,5152;50,00;19,05;0,00;0,00;0,00
446,5455;50,00;19,20;0,00;0,00;0,00
446,5758;51,00;18,90;0,00;0,00;0,00
446,6061;52,00;19,05;0,00;0,00;0,00
446,6364;51,00;19,05;0,00;0,00;0,00
446,6667;52,00;19,05;0,00;0,00;0,00
446,6970;52,00;19,05;0,00;0,00;0,00
446,7273;51,00;19,05;0,00;0,00;0,00
446,7576;49,00;19,05;0,00;0,00;0,00
446,7879;51,00;19,05;0,00;0,00;0,00
446,8182;51,00;19,05;0,00;0,00;0,00
446,8485;51,00;19,05;0,00;0,00;0,00
446,8788;53,00;19,20;0,00;0,00;0,00
446,9091;51,00;19,05;0,00;0,00;0,00
446,9394;52,00;19,05;0,00;0,00;0,00
446,9697;53,00;18,90;0,00;0,00;0,00
447,0000;51,00;19,20;0,00;0,00;0,00
447,0303;53,00;19,05;0,00;0,00;0,00
447,0606;52,00;19,05;0,00;0,00;0,00
447,0909;51,00;19,05;0,00;0,00;0,00
447,1212;50,00;19,05;0,00;0,00;0,00
447,1515;50,00;19,05;0,00;0,00;0,00
447,1818;51,00;19,05;0,00;0,00;0,00
447,2121;51,00;19,20;0,00;0,00;0,00
447,2424;50,00;19,05;0,00;0,00;0,00
447,2727;51,00;19,05;0,00;0,00;0,00
447,3030;52,00;19,20;0,00;0,00;0,00
447,3333;51,00;19,05;0,00;0,00;0,00
447,3636;51,00;19,05;0,00;0,00;0,00
447,3939;50,00;19,05;0,00;0,00;0,00
447,4242;53,00;19,05;0,00;0,00;0,00
447,4545;52,00;19,05;0,00;0,00;0,00
447,4848;51,00;19,05;0,00;0,00;0,00
447,5152;50,00;19,05;0,00;0,00;0,00
447,5455;51,00;19,05;0,00;0,00;0,00
447,5758;53,00;19,05;0,00;0,00;0,00
447,6061;51,00;19,05;0,00;0,00;0,00
447,6364;52,00;19,05;0,00;0,00;0,00
447,6667;51,00;19,20;0,00;0,00;0,00
447,6970;50,00;19,05;0,00;0,00;0,00
447,7273;52,00;19,05;0,00;0,00;0,00
447,7576;50,00;19,05;0,00;0,00;0,00
447,7879;50,00;19,05;0,00;0,00;0,00
447,8182;52,00;19,05;0,00;0,00;0,00
447,8485;50,00;19,05;0,00;0,00;0,00
447,8788;49,00;19,05;0,00;0,00;0,00
447,9091;51,00;19,05;0,00;0,00;0,00
447,9394;52,00;19,05;0,00;0,00;0,00
447,9697;49,00;19,05;0,00;0,00;0,00
448,0000;52,00;19,20;0,00;0,00;0,00
448,0303;50,00;19,05;0,00;0,00;0,00
448,0606;51,00;19,05;0,00;0,00;0,00
448,0909;51,00;19,05;0,00;0,00;0,00
448,1212;52,00;19,05;0,00;0,00;0,00
448,1515;51,00;19,05;0,00;0,00;0,00
448,1818;51,00;19,05;0,00;0,00;0,00
448,2121;51,00;19,05;0,00;0,00;0,00
448,2424;52,00;18,90;0,00;0,00;0,00
448,2727;51,00;19,05;0,00;0,00;0,00
448,3030;52,00;19,05;0,00;0,00;0,00
448,3333;52,00;19,05;0,00;0,00;0,00
448,3636;52,00;19,05;0,00;0,00;0,00
448,3939;52,00;19,05;0,00;0,00;0,00
448,4242;52,00;19,05;0,00;0,00;0,00
448,4545;52,00;19,05;0,00;0,00;0,00
448,4848;51,00;19,05;0,00;0,00;0,00
448,5152;51,00;19,05;0,00;0,00;0,00
448,5455;51,00;19,05;0,00;0,00;0,00
448,5758;51,00;19,20;0,00;0,00;0,00
448,6061;51,00;19,05;0,00;0,00;0,00
448,6364;50,00;19,05;0,00;0,00;0,00
448,6667;52,00;19,05;0,00;0,00;0,00
448,6970;50,00;19,05;0,00;0,00;0,00
448,7273;51,00;19,05;0,00;0,00;0,00
448,7576;52,00;19,05;0,00;0,00;0,00
448,7879;51,00;19,05;0,00;0,00;0,00
448,8182;50,00;19,05;0,00;0,00;0,00
448,8485;53,00;19,05;0,00;0,00;0,00
448,8788;52,00;19,05;0,00;0,00;0,00
448,9091;51,00;19,05;0,00;0,00;0,00
448,9394;52,00;19,05;0,00;0,00;0,00
448,9697;53,00;19,05;0,00;0,00;0,00
449,0000;51,00;19,05;0,00;0,00;0,00
449,0303;52,00;19,05;0,00;0,00;0,00
449,0606;53,00;18,90;0,00;0,00;0,00
449,0909;52,00;19,05;0,00;0,00;0,00
449,1212;54,00;19,05;0,00;0,00;0,00
449,1515;55,00;19,05;0,00;0,00;0,00
449,1818;54,00;19,05;0,00;0,00;0,00
449,2121;53,00;19,05;0,00;0,00;0,00
449,2424;51,00;19,05;0,00;0,00;0,00
449,2727;53,00;19,05;0,00;0,00;0,00
449,3030;52,00;19,05;0,00;0,00;0,00
449,3333;50,00;19,05;0,00;0,00;0,00
449,3636;52,00;19,05;0,00;0,00;0,00
449,3939;53,00;19,05;0,00;0,00;0,00
449,4242;51,00;19,05;0,00;0,00;0,00
449,4545;51,00;19,05;0,00;0,00;0,00
449,4848;51,00;19,05;0,00;0,00;0,00
449,5152;52,00;19,05;0,00;0,00;0,00
449,5455;52,00;19,05;0,00;0,00;0,00
449,5758;52,00;19,05;0,00;0,00;0,00
449,6061;52,00;18,90;0,00;0,00;0,00
449,6364;52,00;19,05;0,00;0,00;0,00
449,6667;53,00;19,05;0,00;0,00;0,00
449,6970;53,00;18,90;0,00;0,00;0,00
449,7273;51,00;19,05;0,00;0,00;0,00
449,7576;50,00;19,05;0,00;0,00;0,00
449,7879;53,00;19,05;0,00;0,00;0,00
449,8182;53,00;19,05;0,00;0,00;0,00
449,8485;50,00;19,05;0,00;0,00;0,00
449,8788;51,00;19,05;0,00;0,00;0,00
449,9091;51,00;19,05;0,00;0,00;0,00
449,9394;49,00;19,20;0,00;0,00;0,00
449,9697;52,00;18,90;0,00;0,00;0,00
450,0000;51,00;19,05;0,00;0,00;0,00
450,0303;51,00;19,05;0,00;0,00;0,00
450,0606;52,00;19,05;0,00;0,00;0,00
450,0909;51,00;19,05;0,00;0,00;0,00
450,1212;51,00;19,05;0,00;0,00;0,00
450,1515;51,00;18,90;0,00;0,00;0,00
450,1818;52,00;19,20;0,00;0,00;0,00
450,2121;52,00;19,05;0,00;0,00;0,00
450,2424;53,00;18,90;0,00;0,00;0,00
450,2727;51,00;19,05;0,00;0,00;0,00
450,3030;51,00;19,05;0,00;0,00;0,00
450,3333;54,00;19,05;0,00;0,00;0,00
450,3636;52,00;19,05;0,00;0,00;0,00
450,3939;52,00;19,05;0,00;0,00;0,00
450,4242;52,00;19,05;0,00;0,00;0,00
450,4545;52,00;19,05;0,00;0,00;0,00
450,4848;52,00;19,05;0,00;0,00;0,00
450,5152;53,00;19,05;0,00;0,00;0,00
450,5455;51,00;19,05;0,00;0,00;0,00
450,5758;51,00;19,05;0,00;0,00;0,00
450,6061;51,00;19,05;0,00;0,00;0,00
450,6364;52,00;19,05;0,00;0,00;0,00
450,6667;51,00;19,05;0,00;0,00;0,00
450,6970;49,00;19,05;0,00;0,00;0,00
450,7273;51,00;19,05;0,00;0,00;0,00
450,7576;52,00;19,05;0,00;0,00;0,00
450,7879;50,00;19,05;0,00;0,00;0,00
450,8182;52,00;19,05;0,00;0,00;0,00
450,8485;52,00;19,05;0,00;0,00;0,00
450,8788;52,00;19,05;0,00;0,00;0,00
450,9091;51,00;19,05;0,00;0,00;0,00
450,9394;52,00;19,05;0,00;0,00;0,00
450,9697;51,00;19,05;0,00;0,00;0,00
451,0000;52,00;19,05;0,00;0,00;0,00
451,0303;52,00;18,90;0,00;0,00;0,00
451,0606;53,00;19,05;0,00;0,00;0,00
451,0909;51,00;19,20;0,00;0,00;0,00
451,1212;53,00;18,90;0,00;0,00;0,00
451,1515;54,00;18,90;0,00;0,00;0,00
451,1818;58,00;19,05;0,00;0,00;0,00
451,2121;55,00;19,05;0,00;0,00;0,00
451,2424;54,00;19,05;0,00;0,00;0,00
451,2727;54,00;19,05;0,00;0,00;0,00
451,3030;54,00;19,05;0,00;0,00;0,00
451,3333;52,00;18,90;0,00;0,00;0,00
451,3636;55,00;19,05;0,00;0,00;0,00
451,3939;52,00;19,05;0,00;0,00;0,00
451,4242;51,00;19,05;0,00;0,00;0,00
451,4545;53,00;19,05;0,00;0,00;0,00
451,4848;53,00;19,05;0,00;0,00;0,00
451,5152;51,00;19,05;0,00;0,00;0,00
451,5455;52,00;19,05;0,00;0,00;0,00
451,5758;52,00;19,20;0,00;0,00;0,00
451,6061;53,00;19,05;0,00;0,00;0,00
451,6364;53,00;19,05;0,00;0,00;0,00
451,6667;51,00;19,20;0,00;0,00;0,00
451,6970;53,00;19,05;0,00;0,00;0,00
451,7273;55,00;18,90;0,00;0,00;0,00
451,7576;54,00;19,05;0,00;0,00;0,00
451,7879;53,00;19,05;0,00;0,00;0,00
451,8182;55,00;19,05;0,00;0,00;0,00
451,8485;51,00;19,20;0,00;0,00;0,00
451,8788;51,00;19,05;0,00;0,00;0,00
451,9091;51,00;19,05;0,00;0,00;0,00
451,9394;50,00;19,05;0,00;0,00;0,00
451,9697;51,00;19,05;0,00;0,00;0,00
452,0000;51,00;19,05;0,00;0,00;0,00
452,0303;51,00;19,05;0,00;0,00;0,00
452,0606;51,00;19,05;0,00;0,00;0,00
452,0909;54,00;19,05;0,00;0,00;0,00
452,1212;52,00;19,05;0,00;0,00;0,00
452,1515;51,00;19,05;0,00;0,00;0,00
452,1818;52,00;19,05;0,00;0,00;0,00
452,2121;51,00;19,05;0,00;0,00;0,00
452,2424;52,00;19,05;0,00;0,00;0,00
452,2727;52,00;19,05;0,00;0,00;0,00
452,3030;53,00;19,05;0,00;0,00;0,00
452,3333;52,00;19,05;0,00;0,00;0,00
452,3636;51,00;19,05;0,00;0,00;0,00
452,3939;52,00;18,90;0,00;0,00;0,00
452,4242;51,00;19,05;0,00;0,00;0,00
452,4545;52,00;19,05;0,00;0,00;0,00
452,4848;53,00;19,05;0,00;0,00;0,00
452,5152;53,00;19,05;0,00;0,00;0,00
452,5455;52,00;19,05;0,00;0,00;0,00
452,5758;53,00;19,05;0,00;0,00;0,00
452,6061;53,00;19,20;0,00;0,00;0,00
452,6364;52,00;19,05;0,00;0,00;0,00
452,6667;54,00;19,05;0,00;0,00;0,00
452,6970;51,00;19,05;0,00;0,00;0,00
452,7273;51,00;19,05;0,00;0,00;0,00
452,7576;51,00;19,05;0,00;0,00;0,00
452,7879;51,00;19,05;0,00;0,00;0,00
452,8182;50,00;19,05;0,00;0,00;0,00
452,8485;51,00;19,05;0,00;0,00;0,00
452,8788;51,00;19,05;0,00;0,00;0,00
452,9091;51,00;19,05;0,00;0,00;0,00
452,9394;53,00;19,05;0,00;0,00;0,00
452,9697;52,00;19,05;0,00;0,00;0,00
453,0000;51,00;19,05;0,00;0,00;0,00
453,0303;53,00;19,05;0,00;0,00;0,00
453,0606;52,00;18,90;0,00;0,00;0,00
453,0909;52,00;19,05;0,00;0,00;0,00
453,1212;53,00;19,05;0,00;0,00;0,00
453,1515;52,00;19,20;0,00;0,00;0,00
453,1818;53,00;18,90;0,00;0,00;0,00
453,2121;51,00;18,90;0,00;0,00;0,00
453,2424;54,00;19,05;0,00;0,00;0,00
453,2727;58,00;19,05;0,00;0,00;0,00
453,3030;55,00;19,05;0,00;0,00;0,00
453,3333;54,00;19,05;0,00;0,00;0,00
453,3636;55,00;19,05;0,00;0,00;0,00
453,3939;53,00;19,05;0,00;0,00;0,00
453,4242;52,00;19,05;0,00;0,00;0,00
453,4545;53,00;19,05;0,00;0,00;0,00
453,4848;54,00;19,05;0,00;0,00;0,00
453,5152;51,00;19,05;0,00;0,00;0,00
453,5455;54,00;19,05;0,00;0,00;0,00
453,5758;52,00;19,05;0,00;0,00;0,00
453,6061;52,00;19,05;0,00;0,00;0,00
453,6364;53,00;19,05;0,00;0,00;0,00
453,6667;51,00;19,05;0,00;0,00;0,00
453,6970;53,00;19,20;0,00;0,00;0,00
453,7273;52,00;19,05;0,00;0,00;0,00
453,7576;52,00;19,05;0,00;0,00;0,00
453,7879;53,00;19,05;0,00;0,00;0,00
453,8182;53,00;19,05;0,00;0,00;0,00
453,8485;52,00;19,05;0,00;0,00;0,00
453,8788;53,00;19,05;0,00;0,00;0,00
453,9091;52,00;19,05;0,00;0,00;0,00
453,9394;51,00;19,05;0,00;0,00;0,00
453,9697;54,00;19,05;0,00;0,00;0,00
454,0000;51,00;19,05;0,00;0,00;0,00
454,0303;51,00;19,05;0,00;0,00;0,00
454,0606;51,00;19,05;0,00;0,00;0,00
454,0909;51,00;19,05;0,00;0,00;0,00
454,1212;50,00;19,05;0,00;0,00;0,00
454,1515;51,00;19,05;0,00;0,00;0,00
454,1818;52,00;19,05;0,00;0,00;0,00
454,2121;50,00;19,05;0,00;0,00;0,00
454,2424;52,00;19,05;0,00;0,00;0,00
454,2727;53,00;19,05;0,00;0,00;0,00
454,3030;52,00;19,05;0,00;0,00;0,00
454,3333;54,00;19,05;0,00;0,00;0,00
454,3636;53,00;19,05;0,00;0,00;0,00
454,3939;52,00;19,05;0,00;0,00;0,00
454,4242;53,00;19,05;0,00;0,00;0,00
454,4545;54,00;19,05;0,00;0,00;0,00
454,4848;52,00;19,05;0,00;0,00;0,00
454,5152;53,00;19,05;0,00;0,00;0,00
454,5455;51,00;19,05;0,00;0,00;0,00
454,5758;51,00;19,05;0,00;0,00;0,00
454,6061;53,00;19,05;0,00;0,00;0,00
454,6364;52,00;19,05;0,00;0,00;0,00
454,6667;52,00;19,05;0,00;0,00;0,00
454,6970;53,00;19,05;0,00;0,00;0,00
454,7273;50,00;19,05;0,00;0,00;0,00
454,7576;52,00;18,90;0,00;0,00;0,00
454,7879;52,00;19,05;0,00;0,00;0,00
454,8182;51,00;19,05;0,00;0,00;0,00
454,8485;51,00;18,90;0,00;0,00;0,00
454,8788;52,00;19,05;0,00;0,00;0,00
454,9091;52,00;19,05;0,00;0,00;0,00
454,9394;52,00;19,05;0,00;0,00;0,00
454,9697;53,00;19,20;0,00;0,00;0,00
455,0000;52,00;19,05;0,00;0,00;0,00
455,0303;52,00;19,05;0,00;0,00;0,00
455,0606;52,00;19,05;0,00;0,00;0,00
455,0909;51,00;19,05;0,00;0,00;0,00
455,1212;51,00;19,05;0,00;0,00;0,00
455,1515;52,00;19,05;0,00;0,00;0,00
455,1818;52,00;19,05;0,00;0,00;0,00
455,2121;52,00;19,05;0,00;0,00;0,00
455,2424;52,00;19,05;0,00;0,00;0,00
455,2727;52,00;19,05;0,00;0,00;0,00
455,3030;52,00;19,05;0,00;0,00;0,00
455,3333;53,00;19,05;0,00;0,00;0,00
455,3636;53,00;19,05;0,00;0,00;0,00
455,3939;53,00;19,05;0,00;0,00;0,00
455,4242;54,00;19,05;0,00;0,00;0,00
455,4545;53,00;19,05;0,00;0,00;0,00
455,4848;52,00;19,05;0,00;0,00;0,00
455,5152;53,00;18,90;0,00;0,00;0,00
455,5455;54,00;19,05;0,00;0,00;0,00
455,5758;51,00;19,20;0,00;0,00;0,00
455,6061;52,00;19,05;0,00;0,00;0,00
455,6364;53,00;19,05;0,00;0,00;0,00
455,6667;52,00;19,05;0,00;0,00;0,00
455,6970;52,00;19,05;0,00;0,00;0,00
455,7273;51,00;19,05;0,00;0,00;0,00
455,7576;51,00;19,05;0,00;0,00;0,00
455,7879;52,00;19,05;0,00;0,00;0,00
455,8182;52,00;19,05;0,00;0,00;0,00
455,8485;52,00;19,05;0,00;0,00;0,00
455,8788;51,00;18,90;0,00;0,00;0,00
455,9091;54,00;19,05;0,00;0,00;0,00
455,9394;52,00;19,05;0,00;0,00;0,00
455,9697;53,00;19,05;0,00;0,00;0,00
456,0000;53,00;19,05;0,00;0,00;0,00
456,0303;51,00;19,05;0,00;0,00;0,00
456,0606;52,00;19,05;0,00;0,00;0,00
456,0909;52,00;19,05;0,00;0,00;0,00
456,1212;50,00;19,05;0,00;0,00;0,00
456,1515;52,00;18,90;0,00;0,00;0,00
456,1818;50,00;19,05;0,00;0,00;0,00
456,2121;53,00;19,05;0,00;0,00;0,00
456,2424;52,00;19,05;0,00;0,00;0,00
456,2727;51,00;19,05;0,00;0,00;0,00
456,3030;51,00;18,90;0,00;0,00;0,00
456,3333;52,00;19,05;0,00;0,00;0,00
456,3636;51,00;19,05;0,00;0,00;0,00
456,3939;52,00;19,05;0,00;0,00;0,00
456,4242;52,00;19,05;0,00;0,00;0,00
456,4545;52,00;19,05;0,00;0,00;0,00
456,4848;53,00;19,05;0,00;0,00;0,00
456,5152;52,00;19,05;0,00;0,00;0,00
456,5455;52,00;19,05;0,00;0,00;0,00
456,5758;53,00;19,05;0,00;0,00;0,00
456,6061;53,00;19,05;0,00;0,00;0,00
456,6364;51,00;19,05;0,00;0,00;0,00
456,6667;52,00;19,05;0,00;0,00;0,00
456,6970;51,00;19,05;0,00;0,00;0,00
456,7273;51,00;19,05;0,00;0,00;0,00
456,7576;53,00;19,05;0,00;0,00;0,00
456,7879;50,00;19,05;0,00;0,00;0,00
456,8182;51,00;19,05;0,00;0,00;0,00
456,8485;52,00;19,05;0,00;0,00;0,00
456,8788;51,00;19,05;0,00;0,00;0,00
456,9091;51,00;19,05;0,00;0,00;0,00
456,9394;50,00;19,05;0,00;0,00;0,00
456,9697;50,00;19,05;0,00;0,00;0,00
457,0000;50,00;19,05;0,00;0,00;0,00
457,0303;52,00;19,05;0,00;0,00;0,00
457,0606;51,00;19,05;0,00;0,00;0,00
457,0909;52,00;19,05;0,00;0,00;0,00
457,1212;51,00;19,05;0,00;0,00;0,00
457,1515;51,00;19,05;0,00;0,00;0,00
457,1818;50,00;19,05;0,00;0,00;0,00
457,2121;51,00;19,05;0,00;0,00;0,00
457,2424;51,00;19,05;0,00;0,00;0,00
457,2727;52,00;19,05;0,00;0,00;0,00
457,3030;53,00;19,05;0,00;0,00;0,00
457,3333;53,00;19,05;0,00;0,00;0,00
457,3636;51,00;19,05;0,00;0,00;0,00
457,3939;51,00;19,05;0,00;0,00;0,00
457,4242;51,00;19,05;0,00;0,00;0,00
457,4545;52,00;19,05;0,00;0,00;0,00
457,4848;53,00;19,05;0,00;0,00;0,00
457,5152;53,00;19,05;0,00;0,00;0,00
457,5455;53,00;19,05;0,00;0,00;0,00
457,5758;53,00;19,05;0,00;0,00;0,00
457,6061;54,00;19,05;0,00;0,00;0,00
457,6364;51,00;19,20;0,00;0,00;0,00
457,6667;52,00;19,05;0,00;0,00;0,00
457,6970;53,00;19,05;0,00;0,00;0,00
457,7273;53,00;19,05;0,00;0,00;0,00
457,7576;52,00;19,05;0,00;0,00;0,00
457,7879;52,00;19,05;0,00;0,00;0,00
457,8182;51,00;19,05;0,00;0,00;0,00
